DateTime,PriceTU,PriceFV,PriceTY,PriceUS,PriceUB,OptWeightTU,OptWeightFV,OptWeightTY,OptWeightUS,OptWeightUB,PortNotional,dfPositionTU,dfPositionFV,dfPositionTY,dfPositionUS,dfPositionUB,PortPrice,InitMargin,DailyPnL,CumNetPnL
2017-02-01 14:00:00,108.328125,117.5859375,124.09375,150.40625,160.0,0.10697230199999999,-0.116553881,0.240851373,-0.336645893,0.19897655,48746.36905589981,2.607255656025585,-5.68157849812343,11.740629915878184,-16.410264941330958,9.699384339769702,8.973763260132813,0.0,0.0,63756.15416071968
2017-02-01 15:00:00,108.3984375,117.796875,124.328125,150.46875,159.96875,0.227573179,-0.208038602,0.19063770000000002,-0.232028276,0.141722243,63615.63192697114,7.238605795857358,-13.234507131433642,12.127537754604347,-14.76062540266567,9.01575004655276,11.622033026382816,0.0,0.0,63756.15416071968
2017-02-01 16:00:00,108.375,117.75,124.265625,150.4375,159.8125,0.201267015,-0.18164902300000002,0.199014457,-0.260158277,0.15791122800000001,58920.954939547555,5.929422360816121,-10.702933898995838,11.726121853215526,-15.32877411626733,9.304280349436622,11.252423504078124,0.0,0.0,63756.15416071968
2017-02-01 17:00:00,108.375,117.765625,124.328125,150.5625,160.03125,0.209373828,-0.180844206,0.192988246,-0.258944272,0.157849447,59280.8334719214,6.205927515523358,-10.72059526024785,11.440504073164202,-15.350432266939919,9.357446781241885,11.661071796718755,0.0,0.0,63756.15416071968
2017-02-01 19:00:00,108.3828125,117.7578125,124.28125,150.5,159.9375,0.195528203,-0.17912529300000002,0.202158723,-0.263619571,0.15956821,58340.1563261183,5.703572964592497,-10.450197595581745,11.793971502508448,-15.37960698276424,9.309234316078872,11.069227841328125,0.0,0.0,63756.15416071968
2017-02-01 20:00:00,108.390625,117.7890625,124.34375,150.5625,160.03125,0.21289924600000001,-0.186335942,0.192621577,-0.25353933100000003,0.15460390400000001,60099.42214627432,6.397560829988753,-11.198682439281688,11.576445470604083,-15.237567284452979,9.29160529195807,11.647176121140625,0.0,0.0,63756.15416071968
2017-02-01 21:00:00,108.3828125,117.7734375,124.3125,150.5,159.90625,0.208443218,-0.183642098,0.19470322,-0.256818248,0.156393216,59539.44297007008,6.205296545304442,-10.93394822077502,11.592521263279009,-15.290815430469316,9.311564964937851,11.52465147046875,0.0,0.0,63756.15416071968
2017-02-01 22:00:00,108.390625,117.78125,124.328125,150.46875,159.9375,0.222956865,-0.19469031899999997,0.188676242,-0.24424350399999997,0.14943307,61664.363543155574,6.87424658890113,-12.005454609148927,11.634600378644398,-15.061120223710171,9.214695153849814,11.842265101203129,0.0,0.0,63756.15416071968
2017-02-01 23:00:00,108.40625,117.8515625,124.46875,150.78125,160.28125,0.232621926,-0.186520004,0.17873566800000001,-0.248719788,0.153402615,61264.65040189603,7.125750486102865,-11.42708283802025,10.950178214369357,-15.237730859853697,9.398157578711652,12.568284284000008,0.0,0.0,63756.15416071968
2017-02-02 00:00:00,108.40625,117.8515625,124.453125,150.71875,160.21875,0.24009567899999998,-0.213795625,0.18728678199999998,-0.223480336,0.13534157900000002,65493.288442222176,7.8623277792390915,-14.002178535810167,12.266027234941582,-14.63646210681273,8.863965071672801,12.141730749679688,0.0,0.0,63756.15416071968
2017-02-02 01:00:00,108.40625,117.875,124.46875,150.84375,160.34375,0.233103592,-0.21649253899999998,0.193380886,-0.222824297,0.134198685,65395.66240112717,7.621981903461044,-14.157672992806857,12.64627113568686,-14.571742501380493,8.776011898935211,11.726973237312503,0.0,0.0,63756.15416071968
2017-02-02 02:00:00,108.3984375,117.828125,124.40625,150.71875,160.21875,0.21625555300000002,-0.203350728,0.200358428,-0.23773898300000001,0.142296308,62615.827141742775,6.770510162544997,-12.732974033595552,12.545608694039316,-14.886223064381726,8.910001024636191,11.37398398499219,0.0,0.0,63756.15416071968
2017-02-02 03:00:00,108.390625,117.7890625,124.328125,150.5,159.90625,0.20588509300000002,-0.199313993,0.206102945,-0.243553512,0.145144457,61491.076889422315,6.330048042024433,-12.256032068700781,12.673492038131378,-14.97636773308084,8.92508896546045,11.018100509835943,0.0,0.0,63756.15416071968
2017-02-02 04:00:00,108.40625,117.859375,124.453125,150.8125,160.40625,0.247232216,-0.227987852,0.18765843,-0.21000018,0.12712132199999998,67991.5100253019,8.404845846370803,-15.501238324905046,12.759180024677415,-14.278229343785206,8.64317063919263,12.006092128343745,0.0,0.0,63756.15416071968
2017-02-02 05:00:00,108.40625,117.8671875,124.453125,150.78125,160.3125,0.246815788,-0.228433528,0.188100975,-0.20971154399999997,0.126938166,68023.06447506303,8.394583130293745,-15.538748603410117,12.795204750247219,-14.265221878677016,8.634723050164254,11.97051668923438,0.0,0.0,63756.15416071968
2017-02-02 06:00:00,108.40625,117.84375,124.453125,150.75,160.21875,0.21522583899999997,-0.184251023,0.193837415,-0.25385352,0.152832202,60280.10635447517,6.486918232575574,-11.106671262360852,11.684539991676541,-15.30231718405789,9.212741390948633,11.96083288029687,0.0,0.0,63756.15416071968
2017-02-02 07:00:00,108.3984375,117.828125,124.421875,150.71875,160.21875,0.21862916100000002,-0.19369773699999998,0.194996815,-0.24521529399999997,0.147460993,61584.56645026885,6.732091046785514,-11.928791155543198,12.008794310958281,-15.101477567965212,9.081321322231132,11.805360997867197,0.0,0.0,63756.15416071968
2017-02-02 08:00:00,108.3984375,117.828125,124.40625,150.71875,160.1875,0.207784744,-0.19376451100000003,0.202761413,-0.24768193,0.14800740199999998,60955.52580107731,6.332814161981121,-11.81101764959363,12.359428541584393,-15.097582274575624,9.02186901136142,11.29604441998437,0.0,0.0,63756.15416071968
2017-02-02 09:00:00,108.421875,117.9453125,124.625,151.34375,160.96875,0.221614421,-0.193536318,0.19315831,-0.24449663,0.147194321,61769.09287004834,6.8444608760454955,-11.95456280026921,11.931213589011588,-15.102335044883846,9.092059683792707,11.964152940906246,0.0,0.0,63756.15416071968
2017-02-02 10:00:00,108.421875,117.953125,124.625,151.25,160.84375,0.24712817199999998,-0.212931765,0.182235473,-0.222416909,0.135287681,65874.72534278188,8.13975022748188,-14.026821536128775,12.004711731586944,-14.65165279196551,8.91203882813689,12.508848957265627,0.0,0.0,63756.15416071968
2017-02-02 11:00:00,108.4140625,117.9296875,124.578125,151.15625,160.65625,0.226569694,-0.201192048,0.192396757,-0.23698043100000002,0.14286107,62998.38897018274,7.1367628557336396,-12.674774897611679,12.12068573408773,-14.929385370459553,9.000017256556504,11.935703364781247,0.0,0.0,63756.15416071968
2017-02-02 12:00:00,108.4140625,117.8671875,124.46875,150.75,160.09375,0.20379004399999998,-0.178218719,0.19966982600000002,-0.261498097,0.15682331300000002,58963.352277368824,6.008072077496245,-10.508373110818404,11.773202289598938,-15.418804413272563,9.246828249723075,11.62581519649219,0.0,0.0,63756.15416071968
2017-02-02 13:00:00,108.3984375,117.828125,124.390625,150.625,159.96875,0.199832683,-0.18964905699999998,0.206790241,-0.252948619,0.150779401,60017.84071025213,5.996763068498155,-11.382326893875526,12.41110374477265,-15.181429923020254,9.049454071605231,11.05793169303907,0.0,0.0,63756.15416071968
2017-02-02 14:00:00,108.3984375,117.8046875,124.34375,150.40625,159.71875,0.216038783,-0.201125577,0.199454821,-0.239672671,0.143708148,62310.01361424046,6.730689754966971,-12.532137441041968,12.428032611935894,-14.934007392971374,8.954456658357284,11.430309259359372,0.0,0.0,63756.15416071968
2017-02-02 15:00:00,108.3984375,117.828125,124.375,150.625,160.0,0.20304159600000002,-0.203542355,0.20979187600000002,-0.24065047899999997,0.142973695,61832.20145332779,6.277254433638597,-12.585471898644762,12.971893540103565,-14.879948897367827,8.840378311766644,10.747055084296885,0.0,0.0,63756.15416071968
2017-02-02 16:00:00,108.390625,117.78125,124.296875,150.375,159.65625,0.18529902899999998,-0.189306912,0.21689400600000003,-0.256691674,0.15180838,59163.04282833086,5.48142719438756,-11.19997294235506,12.832109366186252,-15.186660502537942,8.981445687639525,10.384266179859381,0.0,0.0,63756.15416071968
2017-02-02 17:00:00,108.3984375,117.796875,124.328125,150.46875,159.75,0.16877658199999998,-0.17125995600000002,0.22187129600000002,-0.275542095,0.162550071,56403.59529640859,4.759803013319559,-9.659677248704742,12.514338787473678,-15.541564813504568,9.168408420086482,10.21297160417187,0.0,0.0,63756.15416071968
2017-02-02 19:00:00,108.390625,117.796875,124.328125,150.4375,159.6875,0.191862974,-0.18586561699999998,0.210924277,-0.25798187899999997,0.153365254,59142.75945267289,5.673652859578216,-10.992605476753628,12.474643777339946,-15.257760212845564,9.07044432572008,10.805943766125008,0.0,0.0,63756.15416071968
2017-02-02 20:00:00,108.3828125,117.765625,124.296875,150.40625,159.6875,0.163831919,-0.160059698,0.22112121,-0.286030976,0.168956197,55064.729573730765,4.510680157640182,-8.813643986023015,12.175979631666133,-15.750218343150275,9.30352729761098,10.35105540986719,0.0,0.0,63756.15416071968
2017-02-02 21:00:00,108.3828125,117.765625,124.296875,150.34375,159.625,0.188846608,-0.17411726600000002,0.208568625,-0.268506628,0.159960873,57714.51163132034,5.449594876975696,-10.0490929737707,12.03743633349099,-15.496728904792604,9.232063665314655,11.052587162140622,0.0,0.0,63756.15416071968
2017-02-02 22:00:00,108.3828125,117.7578125,124.28125,150.40625,159.6875,0.142212335,-0.152101959,0.233532565,-0.297710676,0.174442465,53335.25771992258,3.7924657690884827,-8.112397182970097,12.455519540269572,-15.87847563043237,9.303933828073573,9.604632732156244,0.0,0.0,63756.15416071968
2017-02-02 23:00:00,108.3828125,117.7421875,124.265625,150.34375,159.625,0.11899946800000001,-0.125291711,0.239870709,-0.325473927,0.190364185,50103.30732307941,2.9811334582434776,-6.277529101267449,12.01831585083195,-16.30732019013051,9.537875264362542,9.406972790382806,0.0,0.0,63756.15416071968
2017-02-03 00:00:00,108.375,117.75,124.265625,150.3125,159.625,0.196434341,-0.196100164,0.211455057,-0.24846065899999997,0.14754977800000002,60549.01025376284,5.9469524637000735,-11.873670840800575,12.803394414503005,-15.044046989447672,8.933993021062431,10.680262719703133,0.0,0.0,63756.15416071968
2017-02-03 01:00:00,108.375,117.75,124.25,150.375,159.65625,0.15909094,-0.18699921100000003,0.23467485600000001,-0.264740207,0.154494786,57517.266102898924,4.575237965270163,-10.755683380119146,13.497856140211486,-15.227132934155545,8.886117717872423,9.236423934937502,0.0,0.0,63756.15416071968
2017-02-03 02:00:00,108.375,117.71875,124.1875,150.21875,159.5,0.13228079,-0.18558159,0.253186111,-0.272257945,0.156693565,56018.441221329755,3.705081829663033,-10.395991391175917,14.18309127711057,-15.25146568902253,8.777729260713112,8.026423420281247,0.0,0.0,63756.15416071968
2017-02-03 03:00:00,108.375,117.703125,124.203125,150.21875,159.5,0.058568825,-0.08657267800000001,0.268090409,-0.371904147,0.214863942,45189.74761424054,1.3233552099063108,-3.912197469108915,12.11493792050852,-16.806254539619413,9.709647310380818,7.85901091632811,0.0,0.0,63756.15416071968
2017-02-03 04:00:00,108.3828125,117.7421875,124.234375,150.15625,159.375,0.18550196,-0.193089796,0.21799107199999998,-0.253549812,0.149867361,59580.24703339097,5.526126300989105,-11.504337745307067,12.987961920833717,-15.106560434229838,8.929134390622385,10.265415470843749,0.0,0.0,63756.15416071968
2017-02-03 05:00:00,108.375,117.7578125,124.25,150.25,159.5625,0.23994241100000002,-0.255445943,0.202975348,-0.18890686899999998,0.11272943,71619.99314291758,8.592336915257556,-18.295036686046114,14.537093031941309,-13.529508662430027,8.073681003605007,10.746822928570317,0.0,0.0,63756.15416071968
